Player,Pos,Ht,Wt,Forty,Vertical,BenchReps,BroadJump,Cone,Shuttle,Year,Pfr_ID,AV,Team,Round,Pick,YardsfromScrimmage,CareerLength
Kyle Moore,DE,77,272,4.76,30.5,22,105,7.4,4.47,2009,MoorKy99,5,Buccaneers,4,117,,
Jason Jones,DE,77,273,4.76,25.5,18,123,7.29,4.32,2008,JoneJa99,11,Titans,2,54,,
Robert Reynolds,ILB,75,251,4.76,32.5,18,116,7.17,3.94,2004,ReynRo20,2,Titans,5,165,,
Aaron Fields,DE,76,243,4.76,34,22,115,7.51,4.56,2000,FielAa20,0,,,,,
Darrell Robertson,DE,76,255,4.76,,,,,,2008,,0,,,,,
Hercules Mata'afa,OLB,73,254,4.76,31.5,26,108,7.24,4.37,2018,MataHe00,0,,,,,
Byron Hardmon,ILB,73,232,4.76,32.5,17,115,7.55,4.41,2003,,0,,,,,
Dale Robinson,ILB,72,231,4.76,33,18,108,7.29,4.3,2006,,0,,,,,
Derrell Smith,ILB,72,243,4.76,,,,,,2011,SmitDe02,0,,,,,
Mike McCray,ILB,76,243,4.76,31.5,16,119,7.09,4.25,2018,McCrMi01,0,,,,,
Anthony Cantele,K,70,180,4.76,,,,,,2013,CantAn00,0,,,,,
Cairo Santos,K,68,164,4.76,,,,,,2014,SantCa01,9,,,,,
Anthony Trucks,OLB,73,233,4.76,37,22,125,7,4.14,2006,,0,,,,,
Justin Cole,OLB,75,242,4.76,34.5,22,117,7.13,4.42,2010,ColeJu00,1,,,,,
Antonio Coleman,OLB,73,255,4.76,,18,113,,,2010,ColeAn01,0,,,,,
Brett Basanez,QB,73,220,4.76,34,,114,6.75,4.22,2006,BasaBr00,0,,,,,
Jordan Lynch,QB,72,217,4.76,29.5,,109,6.55,4.2,2014,LyncJo01,0,,,,,
Danny Etling,QB,74,222,4.76,30.5,,114,7.09,4.37,2018,,0,,,,,
Corey Crume,RB,71,225,4.76,37,15,115,7.36,4.32,2001,,0,,,,,
Ennis Haywood,RB,70,218,4.76,35,12,112,7.08,4.14,2002,,0,,,,,
Devine Redding,RB,68,205,4.76,30.5,16,116,7.18,4.46,2017,ReddDe00,0,,,,,
Thomas Wright,SS,73,201,4.76,36,13,114,7.42,4.41,2003,,0,,,,,
Matt Grootegoed,SS,71,218,4.76,31.5,22,111,7.17,4.26,2005,GrooMa20,0,,,,,
Lamarcus Brutus,SS,72,206,4.76,33,14,114,7.08,4.33,2016,BrutLa00,0,,,,,
Nick Provo,TE,75,237,4.76,,,,,,2012,,0,,,,,
Xavier Grimble,TE,76,257,4.76,26.5,,113,,,2014,GrimXa00,1,,,,,
James Newson,WR,73,213,4.76,31.5,,116,7.41,,2004,,0,,,,,
Quinn Sypniewski,TE,78,268,4.77,32.5,20,114,7.09,4.52,2006,SypnQu00,2,Ravens,5,166,,
Randy Fasani,QB,75,224,4.77,31.5,,106,6.75,3.87,2002,FasaRa00,1,Panthers,5,137,,
Keith Heinrich,TE,77,255,4.77,35,21,120,6.87,4.1,2002,HeinKe00,1,Panthers,6,174,,
Dan Bazuin,DE,75,266,4.77,30,25,109,7.09,4.75,2007,,0,Bears,2,62,,
Will Clarke,DE,78,271,4.77,32,22,112,7.26,4.57,2014,ClarWi00,4,Bengals,3,88,,
Andra Davis,ILB,73,244,4.77,31.5,20,112,,,2002,DaviAn20,16,Browns,5,141,,
Damien Wilson,ILB,72,245,4.77,37,22,119,7.21,4.2,2015,WilsDa02,8,Cowboys,4,127,,
Robert Ayers,DE,75,272,4.77,29.5,18,102,7.56,4.51,2009,AyerRo99,11,Broncos,1,18,,
Jay Cutler,QB,75,226,4.77,,23,,7.1,4.26,2006,CutlJa00,30,Broncos,1,11,,
John Owens,TE,75,265,4.77,38.5,21,117,,,2002,OwenJo00,0,Lions,5,138,,
Rob Morris,ILB,74,250,4.77,33,18,113,6.93,4.17,2000,MorrRo20,12,Colts,1,28,,
Dawuane Smoot,DE,75,264,4.77,29.5,,117,7.18,4.39,2017,SmooDa00,2,Jaguars,3,68,,
Ramik Wilson,ILB,74,237,4.77,35,23,111,,4.51,2015,WilsRa00,12,Chiefs,4,118,,
Kyle Emanuel,OLB,75,255,4.77,34,27,120,7.1,4.25,2015,EmanKy00,13,Chargers,5,153,,
Michael Hoomanawanui,TE,76,264,4.77,,25,,,,2010,HoomMi00,2,Rams,5,132,,
Tyler Higbee,TE,78,249,4.77,,,,,,2016,HigbTy00,4,Rams,4,110,,
Caleb Sturgis,K,70,188,4.77,,,,,,2013,SturCa00,6,Dolphins,5,166,,
Kenechi Udeze,DE,75,281,4.77,,,,,,2004,UdezKe20,13,Vikings,1,20,,
Patrick Chukwurah,OLB,74,238,4.77,40,24,119,7.34,4.21,2001,ChukPa20,4,Vikings,5,157,,
Chandler Jones,DE,77,266,4.77,35,22,120,7.07,4.38,2012,JoneCh03,22,Patriots,1,21,,
Kliff Kingsbury,QB,75,213,4.77,30,,101,6.92,4.1,2003,KingKl00,0,Patriots,6,201,,
DeLawrence Grant,DE,75,280,4.77,,,,,,2001,GranDe20,9,Raiders,3,89,,
Fletcher Cox,DT,76,298,4.77,26,30,103,7.07,4.53,2012,CoxxFl00,25,Eagles,1,12,,
Carson Wentz,QB,77,237,4.77,30.5,,118,6.86,4.15,2016,WentCa00,24,Eagles,1,2,,
Nate Ilaoa,RB,69,245,4.77,30,25,103,7.1,4.42,2007,,0,Eagles,7,236,,
Alex Lincoln,ILB,72,251,4.77,35,22,111,,,2001,,0,49ers,7,209,,
Jerramy Stevens,TE,79,265,4.77,,,,,,2002,StevJe00,6,Seahawks,1,28,,
Derrick Morgan,DE,75,266,4.77,34,,112,7.12,4.43,2010,MorgDe99,11,Titans,1,16,,
Randy Garner,DE,76,277,4.77,,,,,,2001,,0,,,,,
Lonnie Ford,DE,74,261,4.77,37.5,22,112,7.12,4.28,2002,,0,,,,,
Victor DeGrate,DE,75,249,4.77,,19,,,,2007,,0,,,,,
Ogbonnia Okoronkwo,OLB,73,253,4.77,38,27,121,,,2018,OkorOg00,0,,,,,
Zach Line,FB,72,232,4.77,30.5,26,111,,,2013,LineZa01,1,,,,,
Reggie Jordan,FB,75,240,4.77,30,24,116,7.22,4.3,2014,JordRe00,0,,,,,
Daryl Dixon,FS,70,195,4.77,35.5,15,118,,,2004,,0,,,,,
Terrance Smith,ILB,75,235,4.77,34.5,19,120,,,2016,SmitTe04,3,,,,,
Tegray Scales,ILB,72,230,4.77,,27,,,,2018,ScalTe00,0,,,,,
Quinton Culberson,OLB,73,236,4.77,29.5,18,113,,,2007,CulbQu99,5,,,,,
KaMichael Hall,OLB,72,228,4.77,33,,111,7.5,4.62,2007,,0,,,,,
Sam Olajubutu,OLB,69,227,4.77,34.5,24,118,7.33,4.34,2007,,0,,,,,
Nick Watkins,OLB,72,223,4.77,25,17,108,7.97,4.72,2008,,0,,,,,
Junior Galette,OLB,74,257,4.77,33.5,25,113,7.04,4.16,2010,GaleJu00,4,,,,,
Jeremiha Hunter,OLB,72,239,4.77,31.5,20,116,,,2011,HuntJe00,0,,,,,
Beniquez Brown,OLB,73,229,4.77,31,18,110,7.07,4.28,2016,BrowBe00,0,,,,,
Darron Thomas,QB,75,220,4.77,36,14,121,7.17,4.28,2012,,0,,,,,
Trevone Boykin,QB,72,212,4.77,32,,110,,4.4,2016,,0,,,,,
Gary Russell,RB,70,229,4.77,31.5,9,113,,4.54,2007,RussGa00,1,,,,,
Matt Asiata,RB,71,229,4.77,30,22,104,7.09,4.37,2011,AsiaMa00,7,,,,,
Ryan Malleck,TE,76,247,4.77,34.5,18,121,7,4.33,2016,MallRy02,0,,,,,
Alex Okafor,DE,76,264,4.78,,21,,,,2013,OkafAl00,14,Cardinals,4,103,,
Stansly Maponga,DE,74,256,4.78,,30,,,,2013,MapoSt00,2,Falcons,5,153,,
Matt Bosher,P,73,208,4.78,,8,,,,2011,BoshMa00,5,Falcons,6,192,,
Josh Harris-01,QB,73,238,4.78,31,,115,,,2004,,0,Ravens,6,187,,
Davon Drew,TE,76,256,4.78,29.5,17,113,7.28,4.56,2009,DrewDa00,0,Ravens,5,149,,
Maxx Williams,TE,76,249,4.78,34.5,17,117,7.3,4.37,2015,WillMa04,3,Ravens,2,55,,
Jonathan Smith,WR,70,194,4.78,32.5,,114,,4.35,2004,SmitJo00,2,Bills,7,214,,
Brad Nortman,P,74,213,4.78,,,,,,2012,NortBr00,6,Panthers,6,207,,
Dante Rosario,TE,75,244,4.78,36,20,115,6.96,4.47,2007,RosaDa00,6,Panthers,5,155,,
Tommie Harris,DT,74,295,4.78,,29,,,,2004,HarrTo99,34,Bears,1,14,,
Courtney Brown,DE,77,269,4.78,,,,,,2000,BrowCo22,16,Browns,1,1,,
Hayes Pullard,ILB,72,240,4.78,31,19,110,7.07,4.39,2015,PullHa00,8,Browns,7,219,,
Brandon Williams-02,DE,74,261,4.78,33,,112,7.23,4.49,2009,WillBr95,0,Cowboys,4,120,,
John Phillips,TE,77,251,4.78,33.5,20,112,6.84,4.27,2009,PhilJo00,2,Cowboys,6,208,,
Paul Toviessi,DE,78,260,4.78,33.5,,120,7.06,4.32,2001,,0,Broncos,2,51,,
Terry Pierce,ILB,73,251,4.78,27.5,28,,,,2003,PierTe20,1,Broncos,2,51,,
Alex Lewis-01,OLB,72,227,4.78,34.5,25,121,7.06,4.28,2004,LewiAl20,4,Lions,5,140,,
Desmond Bishop,ILB,74,239,4.78,,33,,,,2007,BishDe99,5,Packers,6,192,,
Bennie Joppru,TE,76,272,4.78,30.5,19,109,,,2003,JoppBe00,0,Texans,2,41,,
Brandon Green,DE,74,267,4.78,32,19,105,7.23,4.32,2003,GreeBr20,4,Jaguars,6,176,,
Kevin Hogan,QB,75,218,4.78,32.5,,113,6.9,4.31,2016,HogaKe00,2,Chiefs,5,162,,
Shaun Phillips,DE,75,255,4.78,33,,114,6.95,4.23,2004,PhilSh20,11,Chargers,4,98,,
Denzel Perryman,ILB,71,236,4.78,32,27,113,,,2015,PerrDe00,13,Chargers,2,48,,
Scott Chandler,TE,79,270,4.78,30,16,111,7.26,4.32,2007,ChanSc00,3,Chargers,4,129,,
Gerald Hodges,OLB,73,243,4.78,,22,119,,,2013,HodgGe00,10,Vikings,4,120,,
Rhett Ellison,TE,77,251,4.78,31.5,,109,,,2012,ElliRh00,4,Vikings,4,128,,
Michael Buchanan,DE,77,255,4.78,33,22,113,6.91,4.44,2013,BuchMi00,0,Patriots,7,226,,
Dave Stachelski,TE,75,250,4.78,38,24,115,6.84,4.14,2000,StacDa00,0,Patriots,5,141,,
Jesse Palmer,QB,74,231,4.78,35.5,,112,7.13,4.29,2001,PalmJe00,1,Giants,4,125,,
Kevin Boss,TE,78,252,4.78,35,,116,6.96,4.41,2007,BossKe00,10,Giants,5,153,,
Christian Hackenberg,QB,76,223,4.78,31,,114,7.04,4.33,2016,HackCh01,0,Jets,2,51,,
Anthony Becht,TE,78,270,4.78,33.5,,123,6.94,4.08,2000,BechAn00,7,Jets,1,27,,
Jamaal Green,DE,74,272,4.78,35.5,27,119,,,2003,GreeJa20,1,Eagles,4,131,,
Casey Matthews,ILB,73,231,4.78,,13,,,,2011,MattCa00,5,Eagles,4,116,,
Omar Gaither,OLB,73,234,4.78,37,23,116,7.31,4.28,2006,GaitOm20,19,Eagles,5,168,,
Verron Haynes,FB,70,224,4.78,31.5,25,117,7.27,4.08,2002,HaynVe00,4,Steelers,5,166,,
Bruce Davis,OLB,75,252,4.78,29,19,109,7.34,4.47,2008,DaviBr99,0,Steelers,3,88,,
Thaddeus Gibson,OLB,74,243,4.78,32,32,115,6.84,4.27,2010,GibsTh99,0,Steelers,4,116,,
Jaye Howard,DT,75,301,4.78,27.5,24,106,7.32,4.47,2012,HowaJa00,7,Seahawks,4,114,,
Marcus Bell-01,ILB,74,237,4.78,31.5,21,111,7.17,4.33,2000,BellMa21,7,Seahawks,4,116,,
David Greene-02,QB,75,226,4.78,31.5,,115,7,4.1,2005,,0,Seahawks,3,85,,
Adrian Clayborn,DE,75,281,4.78,33,,113,7.3,4.13,2011,ClayAd00,13,Buccaneers,1,20,,
James Whalen,TE,74,228,4.78,31,,110,7.42,4.22,2000,WhalJa00,1,Buccaneers,5,157,,
Daniel Hardy,TE,76,249,4.78,,18,,,,2011,HardDa00,0,Buccaneers,7,238,,
Mike Green-02,FB,72,253,4.78,28.5,25,108,7.08,4.34,2000,GreeMi00,2,Titans,7,213,,
Ryan Anderson,OLB,74,253,4.78,,,,,,2017,AndeRy00,1,Football Team,2,49,,
John Frank,DE,76,280,4.78,37,32,117,7.07,4.27,2000,,0,,,,,
Tommy Blake,DE,75,281,4.78,,,,,,2008,,0,,,,,
Maurice Evans,DE,73,274,4.78,29,17,107,7.32,4.57,2009,EvanMa99,0,,,,,
Pierre Allen,DE,75,273,4.78,,,,,,2011,AllePi00,0,,,,,
Trevon Young,OLB,76,258,4.78,33,25,114,6.99,4.4,2018,YounTr00,0,,,,,
Dwayne Slay,FS,75,216,4.78,32.5,,112,,,2006,,0,,,,,
Zach Latimer,ILB,74,237,4.78,34,19,109,7.27,4.45,2007,,0,,,,,
Mortty Ivy,ILB,73,248,4.78,25.5,18,104,7.35,4.75,2009,IvyxMo99,1,,,,,
Tom Wort,ILB,72,235,4.78,31.5,21,111,7.41,4.51,2013,,0,,,,,
Max Bullough,ILB,75,249,4.78,31,30,112,7.22,4.3,2014,BullMa00,4,,,,,
Steve Longa,ILB,73,241,4.78,32,19,116,7.5,4.56,2016,LongSt00,0,,,,,
Hardy Nickerson,ILB,72,232,4.78,33,18,116,,4.38,2017,NickHa02,2,,,,,
Kai Forbath,K,71,197,4.78,,,,,,2011,ForbKa00,8,,,,,
Aaron King,LS,73,239,4.78,,,,,,2007,,0,,,,,
Samson Sherrod,OLB,75,262,4.78,,,,,,2000,,0,,,,,
Ryan Claridge,OLB,74,254,4.78,,,,,,2005,,0,,,,,
Charlton Keith,OLB,76,237,4.78,30.5,12,109,7.03,4.36,2006,,0,,,,,
Chris Covington,OLB,74,245,4.78,,23,,,,2018,,0,,,,,
Brian Stahovich,P,72,211,4.78,,,,,,2012,,0,,,,,
Juston Wood,QB,73,207,4.78,32.5,,113,7.14,4.16,2003,,0,,,,,
Adam Tafralis,QB,73,221,4.78,32,,108,7.14,4.33,2008,,0,,,,,
Colby Cameron,QB,74,212,4.78,30.5,,112,6.98,4.28,2013,CameCo00,0,,,,,
Collin Klein,QB,77,226,4.78,29,,111,7.17,4.4,2013,KleiCo00,0,,,,,
Rashon Spikes,RB,70,204,4.78,33,13,113,7.18,4.47,2000,,0,,,,,
Maurice Clarett,RB,72,234,4.78,34,22,115,,,2005,,0,,,,,
Donnie Ernsberger,RB,75,241,4.78,31,15,114,7.09,4.34,2018,,0,,,,,
Jamie Silva,SS,71,204,4.78,31.5,,112,,,2008,SilvJa99,2,,,,,
Adam Bergen,TE,76,265,4.78,38,25,121,7.11,4.1,2005,BergAd00,3,,,,,
Cooper Wallace,TE,76,261,4.78,29,21,105,7.29,4.21,2006,WallCo00,0,,,,,
Darrell Strong,TE,76,268,4.78,25,17,110,6.86,4.36,2008,StroDa20,0,,,,,
Zack Pianalto,TE,75,256,4.78,32,22,108,6.85,4.41,2011,PianZa00,0,,,,,
Carlos Perez,WR,71,203,4.78,38,,118,,4.45,2004,,0,,,,,
Charles Frederick,WR,71,194,4.78,33,,108,7.39,4.25,2005,,0,,,,,
Calvin Pace,DE,76,269,4.79,33,,115,,,2003,PaceCa20,8,Cardinals,1,18,,
Jason Snelling,FB,71,230,4.79,30,,111,7.06,4.37,2007,SnelJa00,8,Falcons,7,244,,
Curtis Lofton,ILB,72,246,4.79,24.5,23,105,7.69,4.56,2008,LoftCu99,23,Falcons,2,37,,
Martrez Milner,TE,76,252,4.79,34,19,117,7.35,4.49,2007,MilnMa00,0,Falcons,4,133,,
Paul Kruger,DE,76,263,4.79,32.5,24,108,7.52,4.47,2009,KrugPa99,4,Ravens,2,57,,
Terry Jones,TE,75,265,4.79,33.5,20,111,7.43,4.43,2002,JoneTe00,4,Ravens,5,155,,
Trent Smith,TE,77,243,4.79,35.5,16,118,7.23,4.37,2003,SmitTr01,0,Ravens,7,223,,
Alvin Bowen,OLB,73,223,4.79,34,15,119,7.21,4.3,2008,BoweAl99,0,Bills,5,147,,
Jake Elliott,K,69,167,4.79,,,,,,2017,ElliJa03,3,Bengals,5,153,,
Charlie Frye,QB,76,225,4.79,33,,113,6.94,4.08,2005,FryeCh00,7,Browns,3,67,,
Colt McCoy,QB,73,216,4.79,,,114,,,2010,McCoCo00,10,Browns,3,85,,
Dak Prescott,QB,74,226,4.79,32.5,,116,7.11,4.32,2016,PresDa01,30,Cowboys,4,135,,
Matt Mauck,QB,74,228,4.79,,,,,,2004,MaucMa00,1,Broncos,7,225,,
Dan Gronkowski,TE,77,255,4.79,33,26,122,6.92,4.26,2009,GronDa00,1,Lions,7,255,,
Matt Flynn,QB,74,231,4.79,28,,109,7.21,4.34,2008,FlynMa00,1,Packers,7,209,,
Hayden Epstein,K,74,212,4.79,,,,,,2002,epstehay01,0,Jaguars,7,247,,
Ben Koyack,TE,77,255,4.79,,,,,,2015,KoyaBe00,1,Jaguars,7,229,,
Ernest Wilford,WR,76,226,4.79,40.5,,130,,4.17,2004,WilfEr00,15,Jaguars,4,120,,
Luis Castillo,DT,75,303,4.79,34.5,32,112,,,2005,CastLu20,16,Chargers,1,28,,
Hunter Henry,TE,77,250,4.79,,13,,,,2016,HenrHu00,9,Chargers,2,35,,
Sam Bradford,QB,76,236,4.79,,,,,,2010,BradSa00,21,Rams,1,1,,
Dominique Byrd,TE,75,255,4.79,,,,,,2006,ByrdDo00,0,Rams,3,93,,
Rufus Alexander,OLB,73,228,4.79,35,25,117,7.06,4.3,2007,AlexRu20,0,Vikings,6,176,,
Tully Banta-Cain,DE,74,264,4.79,,25,,,,2003,BantTu20,4,Patriots,7,239,,
Zoltan Mesko,P,76,240,4.79,,16,,,,2010,MeskZo99,6,Patriots,5,150,,
Greg Romeus,DE,77,264,4.79,,,,,,2011,RomeGr00,0,Saints,7,226,,
Davis Webb,QB,77,229,4.79,33,,118,6.92,4.21,2017,WebbDa00,0,Giants,3,87,,
Connor Cook,QB,76,217,4.79,33,,113,7.21,4.28,2016,CookCo00,0,Raiders,4,100,,
Clive Walford,TE,76,251,4.79,35,20,120,7.32,4.57,2015,WalfCl00,7,Raiders,3,68,,
Anthony Chickillo,DE,75,267,4.79,34.5,27,114,7.17,4.25,2015,ChicAn00,7,Steelers,6,212,,
Heath Miller,TE,77,256,4.79,,,,,,2005,MillHe00,14,Steelers,1,30,,
David Paulson,TE,75,246,4.79,32,21,110,7.18,4.4,2012,PaulDa01,1,Steelers,7,240,,
Joe Staley,OT,78,306,4.79,,27,,,,2007,StalJo20,16,49ers,1,28,,
Cody Pickett,QB,75,233,4.79,30.5,,109,7.19,4.3,2004,PickCo00,1,49ers,7,217,,
Frank Clark,DE,75,271,4.79,38.5,19,118,7.08,4.05,2015,ClarFr01,13,Seahawks,2,63,,
Eddie Williams,FB,73,239,4.79,,23,,,,2009,WillEd00,0,Football Team,7,221,,
Colt Brennan,QB,74,207,4.79,,,,,,2008,BrenCo00,0,Football Team,6,186,,
Avery Moss,DE,75,264,4.79,32.5,14,114,7.25,4.43,2017,,0,,,,,
Jeff Holland,OLB,74,249,4.79,,,116,,,2018,HollJe01,0,,,,,
A.J. Stamps,FS,71,193,4.79,33,15,115,7.17,4.25,2016,StamA.00,0,,,,,
Jo-Lonn Dunbar,ILB,72,231,4.79,27,19,112,,,2008,DunbJo20,9,,,,,
Brooks Ellis,ILB,74,240,4.79,29.5,18,115,6.8,4.25,2017,ElliBr01,0,,,,,
Keishawn Bierria,ILB,74,230,4.79,30.5,21,117,7.26,,2018,BierKe00,0,,,,,
Kasim Edebali,OLB,74,253,4.79,34.5,19,115,7.2,4.35,2014,EdebKa00,4,,,,,
Rod Rutherford,QB,74,240,4.79,30.5,,110,7.66,4.41,2004,,0,,,,,
James Pinkney,QB,74,208,4.79,34,,112,7.35,4.49,2007,,0,,,,,
Chase Daniel,QB,72,218,4.79,33,,,7.28,4.31,2009,DaniCh00,0,,,,,
Logan Woodside,QB,73,213,4.79,31.5,,103,6.94,4.15,2018,WoodLo00,0,,,,,
Kevin Ware,TE,75,256,4.79,34,22,110,7.52,4.47,2003,WareKe00,0,,,,,
Joe Don Duncan,TE,75,268,4.79,,35,,,,2014,,0,,,,,
Jake Murphy,TE,76,249,4.79,33,24,114,7.18,4.27,2014,MurpJa01,0,,,,,
Adam Shaheen,TE,78,278,4.79,32.5,24,121,7.09,4.38,2017,,0,,,,,
Nate Poole,WR,73,198,4.79,32.5,,112,7.26,4.22,2001,PoolNa01,3,,,,,
Chauncey Davis,DE,74,273,4.8,37,22,118,7.66,4.44,2005,DaviCh22,12,Falcons,4,128,,
Frank Alexander,DE,76,270,4.8,,,,,,2012,AlexFr00,6,Panthers,4,103,,
Mike Seidman,TE,76,261,4.8,,20,,,,2003,SeidMi00,1,Panthers,3,76,,
Nate Orchard,DE,75,250,4.8,31.5,,115,7.28,4.43,2015,OrchNa00,9,Browns,2,51,,
Demarcus Lawrence,DE,75,251,4.8,34.5,20,113,7.46,4.31,2014,LawrDe00,10,Cowboys,2,34,,
Brandon Pettigrew,TE,77,263,4.8,33,22,118,7.12,4.37,2009,PettBr00,15,Lions,1,20,,
Kenny Peterson,DE,75,298,4.8,,,,,,2003,PeteKe21,4,Packers,3,79,,
Datone Jones,DE,76,283,4.8,31.5,29,112,7.32,4.32,2013,JoneDa03,7,Packers,1,26,,
Clark Harris,TE,77,261,4.8,32,21,112,,4.4,2007,HarrCl20,2,Packers,7,243,,
Keyon Whiteside,ILB,72,229,4.8,29,27,111,7.32,4.34,2003,WhitKe20,0,Colts,5,162,,
Ben Hartsock,TE,76,263,4.8,35,23,117,7.1,3.98,2004,HartBe00,1,Colts,3,68,,
Tom Santi,TE,75,250,4.8,36,14,121,7.08,4.27,2008,SantTo00,2,Colts,6,196,,
Marcedes Lewis,TE,78,261,4.8,37,23,118,7.24,4.82,2006,LewiMa00,10,Jaguars,1,28,,
Patrick Mahomes,QB,74,225,4.8,30,,114,6.88,4.08,2017,MahoPa00,1,Chiefs,1,10,,
Matt Wilhelm,ILB,76,245,4.8,,,,,,2003,WilhMa20,3,Chargers,4,112,,
Kelvin Smith,ILB,74,240,4.8,32,26,110,7.19,4.42,2007,SmitKe97,0,Dolphins,7,219,,
E.J. Henderson,ILB,73,245,4.8,,20,,,,2003,HendE.20,12,Vikings,2,40,,
T.J. Turner,ILB,75,273,4.8,,,,,,2001,TurnT.21,0,Patriots,7,239,,
Trevor Johnson,DE,77,260,4.8,35.5,23,110,7.06,4.08,2004,JohnTr21,0,Jets,7,234,,
Jordan Jenkins,OLB,75,259,4.8,36.5,16,121,,,2016,JenkJo01,12,Jets,3,83,,
Victor Abiamiri,DE,76,267,4.8,,25,,,,2007,AbiaVi99,5,Eagles,2,57,,
Alex McCalister,DE,78,239,4.8,34.5,,128,7.01,4,2016,McCaAl00,0,Eagles,7,240,,
Thomas Tapeh,FB,73,245,4.8,32.5,23,114,7.65,4.52,2004,TapeTh00,2,Eagles,5,162,,
Greg Lloyd,ILB,73,246,4.8,32,22,109,7.17,4.46,2011,LloyGr01,0,Eagles,7,237,,
Parys Haralson,DE,73,253,4.8,32,24,115,7.37,4.26,2006,HaraPa20,10,49ers,5,140,,
Mark Anelli,TE,76,262,4.8,,18,,,,2002,AnelMa20,0,49ers,6,201,,
Blake Bell,TE,78,252,4.8,33,14,116,6.85,4.32,2015,BellBl00,2,49ers,4,117,,
Noah Spence,DE,74,251,4.8,35,25,121,7.21,4.35,2016,SpenNo00,4,Buccaneers,2,39,,
Jameel Cook,FB,70,226,4.8,29.5,17,108,7.55,4.38,2001,CookJa00,2,Buccaneers,6,174,,
Brent Bowden,P,74,202,4.8,,,,,,2010,,0,Buccaneers,6,172,,
Bo Schobel,DE,77,271,4.8,32.5,25,109,6.94,4.38,2004,SchoBo20,3,Titans,4,103,,
Lavar Edwards,DE,76,277,4.8,33,,119,7.03,4.51,2013,EdwaLa00,1,Titans,5,142,,
Mike Martin,DT,73,306,4.8,33.5,36,113,7.19,4.25,2012,MartMi01,6,Titans,3,82,,
Javon Nanton,DE,75,250,4.8,28.5,22,108,,,2006,,0,,,,,
Tavaris Barnes,DE,76,282,4.8,,22,,,,2015,BarnTa00,1,,,,,
Garret Dooley,OLB,75,248,4.8,33,21,121,,4.28,2018,DoolGa00,0,,,,,
Leonard Peters,FS,73,210,4.8,32.5,21,110,7.49,,2007,,0,,,,,
Ryan Fowler,ILB,75,250,4.8,37.5,35,118,7.19,4.19,2004,FowlRy20,4,,,,,
Elijah Joseph,ILB,73,243,4.8,,,,,,2011,JoseEl02,0,,,,,
James Morris,ILB,73,241,4.8,34.5,18,117,6.94,4.36,2014,MorrJa01,0,,,,,
Jared Norris,ILB,73,241,4.8,29.5,19,114,,4.52,2016,NorrJa00,0,,,,,
Nicholas Setta,K,71,204,4.8,,,,,,2004,,0,,,,,
Anthony Sessions,OLB,72,228,4.8,,19,,,,2001,,0,,,,,
Ryan Baker,OLB,71,232,4.8,34,30,113,7.21,4.35,2012,,0,,,,,
Yannick Cudjoe-Virgil,OLB,74,248,4.8,,25,,,,2015,,0,,,,,
Eric Striker,OLB,71,227,4.8,30,23,116,7.3,4.46,2016,StriEr00,0,,,,,
Jeff Ferguson,P,70,201,4.8,,,,,,2002,,0,,,,,
Tim Masthay,P,73,198,4.8,,8,,,,2009,MastTi99,5,,,,,
Joel Stave,QB,77,236,4.8,33.5,,115,7.29,4.33,2016,StavJo01,0,,,,,
Josh Woodrum,QB,75,231,4.8,31,,116,6.74,4.31,2016,,0,,,,,
Jerod Evans,QB,75,232,4.8,26.5,,112,,4.41,2017,EvanJe01,0,,,,,
Ray Graham,RB,69,199,4.8,32.5,18,112,7.17,4.21,2013,GrahRa00,0,,,,,
Robbie Rouse,RB,66,190,4.8,34,15,114,6.97,4.25,2013,,0,,,,,
Jahwan Edwards,RB,69,220,4.8,35.5,16,117,7.63,4.5,2015,EdwaJa00,0,,,,,
Dee Hart,RB,67,199,4.8,33,,113,7.2,4.38,2015,HartDe00,0,,,,,
Jamaal Brimmer,SS,73,216,4.8,32,16,113,7.78,4.63,2005,,0,,,,,
Ben Utecht,TE,78,249,4.8,,,,,,2004,UtecBe00,10,,,,,
Troy Bienemann,TE,77,256,4.8,,,,,,2006,BienTr00,0,,,,,
Tyler Conklin,TE,75,254,4.8,38,18,120,7.13,4.23,2018,,0,,,,,
Tavares Martin,WR,73,177,4.8,31.5,,,,,2018,,0,,,,,
Kevin Minter,ILB,72,246,4.81,33,25,119,,,2013,MintKe00,14,Cardinals,2,45,,
Cliff Matthews,DE,75,257,4.81,32,17,112,7.21,4.37,2011,MattCl01,3,Falcons,7,230,,
Jonathan Massaquoi,OLB,74,264,4.81,33.5,20,120,7.38,4.53,2012,MassJo00,6,Falcons,5,164,,
Cardale Jones,QB,77,253,4.81,36,,,,,2016,JoneCa01,0,Bills,4,139,,
Jarron Gilbert,DE,77,288,4.81,35.5,28,119,7.7,4.56,2009,GilbJa99,0,Bears,3,68,,
Aaron Shea,FB,76,253,4.81,37.5,,114,6.72,4.3,2000,SheaAa00,3,Browns,4,110,,
Andy Janovich,FB,73,238,4.81,34,30,119,7.28,4.32,2016,JanoAn00,1,Broncos,6,176,,
Zac Dysert,QB,75,231,4.81,,,,,,2013,DyseZa00,0,Broncos,7,234,,
Jeff Heuerman,TE,77,254,4.81,,26,,,,2015,HeueJe00,2,Broncos,3,92,,
